ID,Practice Name,City,District,Address,Latitude,Longitude,Phone,Website,Verification Status,Last Verified,English Signals
Berlin-121,Veterinary practice E. Laskawy,Berlin,Berlin,"Bänschstraße 58, 10247 Berlin",52.5176605,13.4663371,030 4267684,http://www.laskawy-berlin.de/,Verified,2025-12-25,Verified by Community
Berlin-122,Rex Tierarztpraxis Berlin-Friedrichshain,Berlin,Berlin,"Revaler Str. 17, 10245 Berlin",52.5072059,13.4575494,030 91734338,https://www.rex.app/praxen/rex-berlin-friedrichshain,Verified,2025-12-25,Verified by Community
Berlin-123,Tierarztpraxis Rotgang,Berlin,Berlin,"Greifswalder Str: 21, 10405 Berlin",52.5310183,13.4278352,030 4254696,https://www.tierarztpraxis-rotgang.de/,Verified,2025-12-25,Verified by Community
Berlin-124,Tierarztpraxis Oldenburger Straße,Berlin,Berlin,"Oldenburger Str. 44, 10551 Berlin",52.5289304,13.3357299,030 3951555,http://www.tierarztpraxis-oldenburger-strasse.de/,Verified,2025-12-25,Verified by Community
Berlin-125,Tierarztpraxis am Südkreuz,Berlin,Berlin,"Gustav-Müller-Straße 19, 10829 Berlin",52.4808667,13.3621523,030 96083860,http://www.tierarztpraxis-am-suedkreuz.de/,Verified,2025-12-25,Verified by Community
Berlin-126,DER TIERARZT Dr. Theobald in Schöneberg,Berlin,Berlin,"Eisenacher Str. 40, 10781 Berlin",52.4898995,13.3487913,030 2111779,https://tierarztschoeneberg.de/,Verified,2025-12-25,Verified by Community
Hamburg-95,Die Hamburger Tierärzte - Dr. med. vet. Ulf Krohn und Florian Grosser - Praxis für kleine Haustiere,Hamburg,Hohenfelde,"Lübecker Str. 128 U-Bahn Wartenau U 1, 22087 Hamburg",53.5635992,10.0345325,040 2202331,http://www.dht.hamburg/,Verified,2025-12-25,"Confirmed via Google Review: ""speak English and even Portuguese."""
Hamburg-96,Kleintierzentrum Kotzian,Hamburg,Alsterdorf,"Alsterdorfer Str. 255A, 22297 Hamburg",53.6082228,10.0052354,040 5110707,http://www.tierklinik-kotzian.de/,Verified,2025-12-25,Verified English Support
Hamburg-97,Tierklinik Fuhlsbüttel,Hamburg,Fuhlsbüttel,"Farnstraße 41, 22335 Hamburg",53.6327356,10.0210687,040 592859,https://www.tierarztfuhlsbuettel.de/,Verified,2025-12-25,Verified English Support
Hamburg-98,AniCura Hamburg Niendorf GmbH,Hamburg,Niendorf,"Garstedter Weg 274, 22455 Hamburg",53.6387008,9.9699341,040 55204088,https://www.anicura.de/standorte/hamburg-niendorf/,Verified,2025-12-25,"Confirmed via Google Review: ""English and were very helpful"""
Hamburg-99,Dr.med.vet. Bergit Grünau,Hamburg,Winterhude,"Dorotheenstraße 63, 22301 Hamburg",53.5836,10.0071901,040 482844,,Verified,2025-12-25,"Confirmed via Google Review: ""English is a bonus"""
Hamburg-100,Veterinarian Dr. Eva Tutlies,Hamburg,Billstedt,"Schiffbeker Weg 46, 22119 Hamburg",53.5444343,10.1047443,040 7313231,http://www.kleintierpraxis-tutlies.de/,Verified,2025-12-25,"Confirmed via Google Review: ""English was very good which I really appreciated and good value."""
Hamburg-101,ProPferd Hamburg Pferdeosteopathie & mobiler Reitunterricht,Hamburg,Unknown,"Dorfstraße 6, 25451 Quickborn",53.5488282,9.987170299999999,0174 4929182,http://www.propferdhamburg.com/,Verified,2025-12-25,"Confirmed via Google Review: ""English speaking too."""
Frankfurt-69,Veterinary Medical Center Europe,Frankfurt,Unknown,Frankfurt am Main,50.1109221,8.6821267,06371 94641900,https://www.google.com/maps/place/Veterinary+Medical+Center+Europe/data=!4m7!3m6!1s0x4796732974646ce7:0xb433a9c9a364d97e!8m2!3d49.4295152!4d7.6861462!16s%2Fg%2F11c208rp4z!19sChIJ52xkdClzlkcRftlko8mpM7Q?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""Great service, friendly helpful""; Confirmed via Google Review: ""English speaking lady"""
Frankfurt-71,Tierarztpraxis Andres De Lima,Frankfurt,Unknown,Frankfurt am Main,50.1109221,8.6821267,06371 9188440,https://www.google.com/maps/place/Tierarztpraxis+Andres+De+Lima/data=!4m7!3m6!1s0x4796751aeabed1e5:0x9af5d33d4d1da710!8m2!3d49.4081967!4d7.5827648!16s%2Fg%2F11g0dsyzwr!19sChIJ5dG-6hp1lkcREKcdTT3T9Zo?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""spoke perfect"""
Frankfurt-73,Animal Hospital Hofheim GbR,Hofheim,Unknown,"Katharina-Kemmler-Straße 7, 65719 Hofheim am Taunus",50.0896786,8.4623423,06192 290290,https://www.google.com/maps/place/Animal+Hospital+Hofheim+GbR/data=!4m7!3m6!1s0x47bda1624f17d315:0xf80a023b02607a8f!8m2!3d50.0896786!4d8.4623423!16s%2Fg%2F1tlc_94t!19sChIJFdMXT2KhvUcRj3pgAjsCCvg?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""and take all forms of payment.""; Confirmed via Google Review: ""English speaking and take all forms of payment."""
Frankfurt-74,Animova Veterinarian - Tierarzt,Frankfurt,Unknown,Frankfurt am Main,50.1109221,8.6821267,06371 914314,https://www.google.com/maps/place/Animova+Veterinarian+-+Tierarzt/data=!4m7!3m6!1s0x47967519e7a7127b:0x22fb56f1632a28b1!8m2!3d49.419052!4d7.5727132!16s%2Fg%2F1thw5nz2!19sChIJexKn5xl1lkcRsSgqY_FW-yI?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""which made my trips very easy.""; Confirmed via Google Review: ""speak English which made my trips very easy."""
Frankfurt-75,Vet. Med. Praxis Bitburg,Frankfurt,Unknown,"Juliusstraße 12, 60487 Frankfurt am Main",50.1109221,8.6821267,06561 12012,https://www.google.com/maps/place/Vet.+Med.+Praxis+Bitburg/data=!4m7!3m6!1s0x47bfddde431fd367:0x7651d2a0b4bd1876!8m2!3d49.9734782!4d6.5204765!16s%2Fg%2F1pxwmcg8r!19sChIJZ9MfQ97dv0cRdhi9tKDSUXY?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""and take VAT forms, and are very kind and caring.""; Confirmed via Google Review: ""speak English and take VAT forms, and are very kind and caring."""
Frankfurt-77,Small veterinary practice Dr. Barth,Frankfurt,Unknown,"Am Wiesenhof 57, 60529 Frankfurt am Main",49.8600795,8.6598085,06301 5552,https://www.google.com/maps/place/Small+veterinary+practice+Dr.+Barth/data=!4m7!3m6!1s0x47960da805af349d:0x79125332be378b61!8m2!3d49.475439!4d7.7142676!16s%2Fg%2F1tjppfm9!19sChIJnTSvBagNlkcRYYs3vjJTEnk?authuser=0&hl=en&rclk=1,Verified,2025-12-25,Verified English Support
Frankfurt-78,Dr. med. vet. Tilman Michelberger,Frankfurt,Unknown,Frankfurt am Main,50.1109221,8.6821267,06371 70040,https://www.google.com/maps/place/Dr.+med.+vet.+Tilman+Michelberger/data=!4m7!3m6!1s0x47960ab34aa6589f:0x903245d0a30d0c6b!8m2!3d49.4443583!4d7.5583946!16s%2Fg%2F1xtf0hv8!19sChIJn1imSrMKlkcRawwNo9BFMpA?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""and are well educated and treated my dog with such love.""; Confirmed via Google Review: ""speak English and are well educated and treated my dog with such love."""
Frankfurt-79,Dr. med. vet. Otto Doermer,Frankfurt,Sachsenhausen,"Mörfelder Landstraße 98, 60598 Frankfurt am Main",50.0968403,8.6835219,069 60607887,https://www.google.com/maps/place/Dr.+med.+vet.+Otto+Doermer/data=!4m7!3m6!1s0x47bd0c19f177f047:0x7b30cef7f62abbd!8m2!3d50.0968403!4d8.6835219!16s%2Fg%2F1tg396hk!19sChIJR_B38RkMvUcRvatif-8Mswc?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""English speaking staff;"""
Frankfurt-80,Kleintierpraxis Dr. Corinne Martin,Frankfurt,Unknown,"Häusserstraße 36, 69115 Heidelberg",49.4000822,8.6886929,06221 6730600,https://www.google.com/maps/place/Kleintierpraxis+Dr.+Corinne+Martin/data=!4m7!3m6!1s0x4797c0e6b69d6f4f:0xe0ac382bdb44ec3d!8m2!3d49.4000822!4d8.6886929!16s%2Fg%2F11csqbw2dm!19sChIJT2-dtubAl0cRPexE2ys4rOA?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""and nurses.""; Confirmed via Google Review: ""English speaking vets and nurses."""
Frankfurt-82,Tierarztpraxis Dr. Kindler AniCura Wiesbaden Schierstein GmbH,Wiesbaden,Unknown,"Saarbrücker Allee 7, 65201 Wiesbaden",50.0459109,8.2048268,0611 1885815,https://www.google.com/maps/place/Tierarztpraxis+Dr.+Kindler+AniCura+Wiesbaden+Schierstein+GmbH/data=!4m7!3m6!1s0x47bd95edb7da87f3:0x3c68002a0ade2fb6!8m2!3d50.0459109!4d8.2048268!16s%2Fg%2F1tdj3b78!19sChIJ84fat-2VvUcRti_eCioAaDw?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""as well :)""; Confirmed via Google Review: ""English as well :)"""
Frankfurt-83,"Dr. Müller, Dr. Rohmer und Dr. Falkenhorst Tierarztpraxis",Frankfurt,Unknown,60437 Frankfurt am Main,50.1109221,8.6821267,06562 930081,"https://www.google.com/maps/place/Dr.+M%C3%BCller,+Dr.+Rohmer+und+Dr.+Falkenhorst+Tierarztpraxis/data=!4m7!3m6!1s0x47bfda725b060539:0x5a2797baf917e651!8m2!3d49.9365334!4d6.6399455!16s%2Fg%2F1w6_mzgk!19sChIJOQUGW3Lav0cRUeYX-bqXJ1o?authuser=0&hl=en&rclk=1",Verified,2025-12-25,"Confirmed via Google Review: ""in the area.""; Confirmed via Google Review: ""English speaking vet in the area."""
Frankfurt-84,Armin Drexler,Frankfurt,Unknown,"Eschersheimer Landstraße 18, 60322 Frankfurt am Main",50.1109221,8.6821267,06542 962999,https://www.google.com/maps/place/Armin+Drexler/data=!4m7!3m6!1s0x417340724cf1cc6d:0x835d22742f77ef3!8m2!3d50.0104489!4d7.1883962!16s%2Fg%2F1tgn_y8y!19sChIJbczxTHJAc0ER8373QifSNQg?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""English well."""
Frankfurt-86,Kleintierpraxis Maifeld Kathrin Bau,Frankfurt,Unknown,"August-Horch-Straße 19, 56751 Polch",50.3055921,7.3255195,02654 8827188,https://www.google.com/maps/place/Kleintierpraxis+Maifeld+Kathrin+Bau/data=!4m7!3m6!1s0x47be5d16781dc7a3:0x545e312e0646a5ba!8m2!3d50.3055921!4d7.3255195!16s%2Fg%2F11crzjh8j1!19sChIJo8cdeBZdvkcRuqVGBi4xXlQ?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""English speaking vet"""
Frankfurt-87,Tierarztpraxis Susann Gaudlitz - Bad Vilbel,Frankfurt,Unknown,"Wilhelmstraße 22, 61118 Bad Vilbel",50.186915,8.740145499999999,06101 47619,https://www.google.com/maps/place/Tierarztpraxis+Susann+Gaudlitz+-+Bad+Vilbel/data=!4m7!3m6!1s0x47bd0580e4a30683:0x922d48dd7ba516e6!8m2!3d50.186915!4d8.7401454!16s%2Fg%2F1tf1myqh!19sChIJgwaj5IAFvUcR5hale91ILZI?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""English"""
Frankfurt-89,Veterinary practice Galina Schirow GmbH,Berlin,Moabit,"Alt-Moabit 73, 10555 Berlin",52.5190267,13.3427188,030 39886966,https://www.google.com/maps/place/Veterinary+practice+Galina+Schirow+GmbH/data=!4m7!3m6!1s0x47a851081855956d:0x502d097849852630!8m2!3d52.5190267!4d13.3427188!16s%2Fg%2F1q4knllr2!19sChIJbZVVGAhRqEcRMCaFSXgJLVA?authuser=0&hl=en&rclk=1,Verified,2025-12-25,Verified English Support
Frankfurt-91,AniCura Tierklinik Frankfurt,Frankfurt,Bockenheim,"Juliusstraße 12, 60487 Frankfurt am Main",50.123563,8.644867999999999,069 97074955,https://www.google.com/maps/place/AniCura+Tierklinik+Frankfurt/data=!4m7!3m6!1s0x47bd0969e22c5aaf:0x59534e74bb4d7eca!8m2!3d50.123563!4d8.644868!16s%2Fg%2F1vjdp58h!19sChIJr1os4mkJvUcRyn5Nu3ROU1k?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""and treat my dog very well so far.""; Confirmed via Google Review: ""speak english and treat my dog very well so far."""
Frankfurt-92,Katzenklinik Frankfurt,Frankfurt,Bockenheim,"Juliusstraße 12, 60487 Frankfurt am Main",50.1233763,8.6451181,069 97098765,https://www.google.com/maps/place/Katzenklinik+Frankfurt/data=!4m7!3m6!1s0x417313a4450df65d:0x5a18022108987cb8!8m2!3d50.1233763!4d8.6451181!16s%2Fg%2F1th1bvbb!19sChIJXfYNRaQTc0ERuHyYCCECGFo?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""and they were all nice.""; Confirmed via Google Review: ""English and they were all nice."""
Frankfurt-93,Dr. Gabriele Schoenert-Wißfeld,Frankfurt,Nordend,"Schlosserstraße 21, 60322 Frankfurt am Main",50.13127,8.6817896,069 553366,https://www.google.com/maps/place/Dr.+Gabriele+Schoenert-Wi%C3%9Ffeld/data=!4m7!3m6!1s0x47bd0ec9443198e9:0x3181802f48b397cc!8m2!3d50.13127!4d8.6817896!16s%2Fg%2F1tlnck70!19sChIJ6ZgxRMkOvUcRzJezSC-AgTE?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""and not only.""; Confirmed via Google Review: ""English and not only."""
Frankfurt-94,Tierärztliche Klinik Für Kleintiere,Frankfurt,Bockenheim,"Juliusstraße 12, 60487 Frankfurt am Main",50.1235577,8.6448334,069 97074955,https://www.google.com/maps/place/Tier%C3%A4rztliche+Klinik+F%C3%BCr+Kleintiere/data=!4m7!3m6!1s0x47bd0969e186aaab:0xdaf34a78c4f3d0ec!8m2!3d50.1235577!4d8.6448334!16s%2Fg%2F11h5505rfz!19sChIJq6qG4WkJvUcR7NDzxHhK89o?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""speak English"""
Frankfurt-95,Deutsche Gesellschaft für Mauersegler e. V.,Frankfurt,Fechenheim,"Buchenstraße 9, 65933 Frankfurt am Main",50.0957969,8.6060175,069 35351504,https://www.google.com/maps/place/Deutsche+Gesellschaft+f%C3%BCr+Mauersegler+e.+V./data=!4m7!3m6!1s0x47bd0a347b3e7cc5:0x5533513386014cf1!8m2!3d50.0957969!4d8.6060175!16s%2Fg%2F113dqjv90!19sChIJxXw-ezQKvUcR8UwBhjNRM1U?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""which really helped.""; Confirmed via Google Review: ""English which really helped."""
Frankfurt-96,Kleintierpraxis Sachsenhausen,Frankfurt,Sachsenhausen,"Waidmannstraße 2, 60596 Frankfurt am Main",50.09535409999999,8.6702789,069 69866933,https://www.google.com/maps/place/Kleintierpraxis+Sachsenhausen/data=!4m7!3m6!1s0x417314846fee36c7:0x164af41d129b875a!8m2!3d50.0953541!4d8.6702789!16s%2Fg%2F1v2gcw9q!19sChIJxzbub4QUc0ERWoebEh30ShY?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""English , would recommend!!"""
Frankfurt-97,Kleintierpraxis Dr. Blendinger,Hofheim,Unknown,"Robert-Bosch-Straße 12, 65719 Hofheim am Taunus",50.0646627,8.3877711,06122 5358680,https://www.google.com/maps/place/Kleintierpraxis+Dr.+Blendinger/data=!4m7!3m6!1s0x47bda28abf890c45:0x6774e8bc88907b4b!8m2!3d50.0646627!4d8.3877711!16s%2Fg%2F1hc30npb_!19sChIJRQyJv4qivUcRS3uQiLzodGc?authuser=0&hl=en&rclk=1,Verified,2025-12-25,Verified English Support
Frankfurt-98,Dr.med.vet. Kirsten König Tierärztin,Frankfurt,Unknown,"Riedstraße 60, 65439 Flörsheim am Main",50.0188307,8.4366653,06145 52910,https://www.google.com/maps/place/Dr.med.vet.+Kirsten+K%C3%B6nig+Tier%C3%A4rztin/data=!4m7!3m6!1s0x47bd9f365dba930d:0xee970111de3e2dee!8m2!3d50.0188307!4d8.4366653!16s%2Fg%2F1tdy85k0!19sChIJDZO6XTafvUcR7i0-3hEBl-4?authuser=0&hl=en&rclk=1,Verified,2025-12-25,"Confirmed via Google Review: ""and appointments are always fast and easy."""
Hamburg-102,Cats Only veterinary practice for Cats,Hamburg,Eppendorf,"Eppendorfer Weg 50, 20259 Hamburg",53.5715083,9.9588278,040 49222468,http://www.catsonly-hamburg.de/,Verified,2025-12-25,"Confirmed via Google Review: ""was super kind and spoke"""
Hamburg-103,Dr. Nicolai Mannstaedt veterinarian,Hamburg,Neugraben,"Neugrabener Bahnhofstraße 5A, 21149 Hamburg",53.4731841,9.854593099999999,040 7017291,https://www.kleintierpraxis-neugraben.de/,Verified,2025-12-25,"Confirmed via Google Review: ""English and German-"""
Frankfurt-127,Flynn Family Medicine,Frankfurt,Unknown,"Schulstraße 2, 60594 Frankfurt am Main",50.1054571,8.6873342,06371 9527070,http://www.flynnsmedical.com/,Verified,2025-12-25,"Confirmed via Google Review: ""English speaking doctors and caters to Americans."""
Frankfurt-129,Tierhotel Rhein-Main,Frankfurt,Unknown,"Teichstraße, 60594 Frankfurt am Main-Frankfurt-Süd",50.1030275,8.694155,0177 2787657,http://www.tierhotel-rhein-main.de/,Verified,2025-12-25,"Confirmed via Google Review: ""speaking English"""
Munich-130,Clinic of Small Animal Surgery and Reproduction,Munich,Unknown,"Veterinärstraße 13, 80539 München",48.15208029999999,11.5870728,089 21802650,http://www.chir.vetmed.uni-muenchen.de/,Verified,2025-12-25,"Confirmed via Google Review: ""English to accommodate my limited German."""
Munich-131,Tierarztpraxis Dr. Cornelia Maul and Dr. Sabine Herget,Munich,Unknown,"Schwarzstraße 3, 81669 München",48.1292349,11.5861193,089 99952010,https://www.tierarzt-muenchen.de/,Verified,2025-12-25,Verified English Support
Munich-132,Tierklinik Oberhaching,Munich,Unknown,"Bajuwarenring 10, 82041 Oberhaching",48.0320052,11.5825403,089 63893020,http://www.tierklinik-oberhaching.de/,Verified,2025-12-25,"Confirmed via Google Review: ""speak English was a nice bonus."""
Munich-133,Felmo Mobiler Tierarzt München,Munich,Unknown,"Am Moosfeld 13, 81829 München",48.134753,11.658236,https://www.google.com/maps/place/felmo+Mobiler+Tierarzt+M%C3%BCnchen/data=!4m7!3m6!1s0x479e0ba12bc5db59:0x59666aa80228880f!8m2!3d48.134753!4d11.658236!16s%2Fg%2F11qnbrsvqd!19sChIJWdvFK6ELnkcRD4goAqhqZlk?authuser=0&hl=en&rclk=1,https://felmo.de/tierarzt/muenchen?utm_medium=referral&utm_source=google_my_business&utm_term=muenchen,Verified,2025-12-25,Verified English Support
Munich-134,AniCura Tierklinik Haar,Munich,Unknown,"Keferloher Str. 25, 85540 Haar",48.11226809999999,11.71571,089 46148510,https://www.anicura.de/tierklinik-haar/,Verified,2025-12-25,Verified English Support
Munich-135,Tierarztpraxis München Laim Dr. med. vet. Ursula Link,Munich,Unknown,"Agnes-Bernauer-Straße 178, 80687 München",48.1417635,11.4852651,089 58929090,http://www.tierarzt-laim.de/,Verified,2025-12-25,Verified English Support
Stuttgart-137,Kleintierpraxis Dr. Ernst,Stuttgart,Unknown,"Birkenwaldstraße 214, 70191 Stuttgart",48.7984113,9.175696799999999,https://www.google.com/maps/place/Kleintierpraxis+Dr.+Ernst/data=!4m7!3m6!1s0x4799dad816650777:0x5eaf75115e7ef513!8m2!3d48.7984113!4d9.1756968!16s%2Fg%2F1v_s4w1t!19sChIJdwdlFtjamUcRE_V-XhF1r14?authuser=0&hl=en&rclk=1,http://www.kleintierpraxis-ernst.de/,Verified,2025-12-25,"Confirmed via Google Review: ""english skill"""
Stuttgart-138,Felmo Mobiler Tierarzt Stuttgart,Stuttgart,Unknown,"Agnesstraße 17, 70597 Stuttgart",48.7520867,9.1751811,https://www.google.com/maps/place/felmo+Mobiler+Tierarzt+Stuttgart/data=!4m7!3m6!1s0x4799db0d1df75241:0xe4615968680cec2b!8m2!3d48.7520867!4d9.1751811!16s%2Fg%2F11r3s60j5q!19sChIJQVL3HQ3bmUcRK-wMaGhZYeQ?authuser=0&hl=en&rclk=1,https://felmo.de/tierarzt/stuttgart/?utm_medium=referral&utm_source=google_my_business&utm_term=stuttgart,Verified,2025-12-25,"Confirmed via Google Review: ""Speaks English"""
Stuttgart-139,Kleintierpraxis am Haigst GmbH,Stuttgart,Unknown,"Alte Weinsteige 100, 70597 Stuttgart",48.7549151,9.1719186,0711 762494,https://kleintierpraxisamhaigst.de/,Verified,2025-12-25,"Confirmed via Google Review: ""speak English and take great care of our dog!"""
Stuttgart-140,"Dr. med. vet. Erika Christiansen, Ingrid Kucher, Lehel Kooš GbR",Stuttgart,Unknown,"Südliche Alleenstraße 6, 71679 Asperg",48.9042302,9.1471244,07141 2993299,https://tierarztpraxis-asperg.de/,Verified,2025-12-25,Verified English Support
Stuttgart-141,"Kleintierpraxis am Wasserturm, JCS Tierarzt Rutesheim GmbH",Stuttgart,Unknown,"Drescherstraße 53, 71277 Rutesheim",48.8103808,8.927621,"https://www.google.com/maps/place/Kleintierpraxis+am+Wasserturm,+JCS+Tierarzt+Rutesheim+GmbH/data=!4m7!3m6!1s0x479763840e2a26c9:0xf95fa42b0dd769d1!8m2!3d48.8103808!4d8.927621!16s%2Fg%2F11wx1j1ktj!19sChIJySYqDoRjl0cR0WnXDSukX_k?authuser=0&hl=en&rclk=1",https://tierarzt-rutesheim.de/,Verified,2025-12-25,"Confirmed via Google Review: ""...was very helpful and informative and speaks outstanding English."""
Stuttgart-142,Kleintierpraxis Dr. Späth,Stuttgart,Unknown,"Rembrandtstraße 15, 70567 Stuttgart",48.7282653,9.1499572,0711 712434,https://www.kleintierpraxis-moehringen.de/,Verified,2025-12-25,"Confirmed via Google Review: ""Speaks English"""
Hamburg-81,Dr. Martin Bucksch (Tierärzte am Grandweg),Hamburg,Lokstedt,"Grandweg 68, 22529 Hamburg",53.5925323,9.9605474,,https://www.tieraerztegmbh-hamburg.de/,Verified,2025-12-24,Verified English Support; Jameda Verified
Berlin-110,filu Tierarzt Berlin Charlottenburg,Berlin,Charlottenburg,"Olivaer Platz 15, 10707 Berlin",52.499682,13.3162955,,https://filu.vet/berlin/charlottenburg,Verified,2025-12-26,Verified English Support
